,tweetid,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,in_reply_to_tweetid,in_reply_to_userid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions,poll_choices
0,679655851985100800,3312143142,1-800-WOKE-AF,gloed_up,StLouis,No black person is ugly  #BRONZE #BlackLivesMatter #BlackToLive,,28943,12906,2015-08-11,en,en,RT @cykelly1718: @gloed_up: I'm sorry this happened to u. Please be careful &amp; STAY SAFE! #BlackLivesMatter #StopPoliceViolence #StopIslamop…,2015-12-23 13:32,Twitter Web Client,,,,True,2308720454,6.796529290542244e+17,,,0.0,0.0,0.0,0.0,"[BlackLivesMatter, StopPoliceViolence, StopIslamophobia]",[],"[1178700896, 3312143142, 19701628, 2308720454]",
